id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
6002,Os04g0586500,,,10.8546595322057,5986,GreenYellow,6.66978314094075,Malectin-like carbohydrate-binding domain domain containing protein.,,['signalling.receptor kinases.Catharanthus roseus-like RLK1'],LOC_Os04g49690,4.68043127571335,9.57E-19,Up,3.80468344892241,2.92E-12,Up,2.63068821514153,0.0498120186771,Up,-1.51997217519181,0.000335557713,Down
6003,Os06g0284200,,,59.1379446105838,537,Turquoise,55.2155039510567,"Protein of unknown function DUF246, plant family protein.",,['hormone metabolism.auxin.induced-regulated-responsive-activated'],LOC_Os06g17390,0.593374340626742,0.33904296607011,,-0.618306644668378,0.260487787343481,,-1.63514055356263,0.000453069159033,Down,-2.10178354442258,6.53E-06,Down
6004,Os02g0135200,,MAPK signaling pathway - plant,26.5392055760465,2388,Blue,16.4465184045049,Similar to Mitogen-activated protein kinase 13.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: MAP kinase activity (GO:0004707), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.MAP kinases'],LOC_Os02g04230,0.760221880529063,0.342990430142502,,1.65162900828863,0.005834654394689,Up,2.49702264569784,6.59E-06,Up,1.47585405367095,0.000976695263413,Up
6005,Os06g0731700,,,15.3426036514921,4519,Brown,6.55394308887634,Similar to predicted protein.,Molecular Function: binding (GO:0005488),['not assigned.unknown'],LOC_Os06g51500,-1.03180172644743,0.051651538193311,,-1.60737669463977,0.001580570143871,Down,-1.50197722833639,0.001356687264163,Down,3.66208573106671,8.84E-05,Up
6006,Os01g0543100,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",7.41751023146719,7464,Magenta,4.86626568720223,Similar to Peroxidase 72 precursor (EC 1.11.1.7) (Atperox P72) (PRXR8) (ATP6a).,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os01g36240,1.31325748932428,0.012305023476564,Up,1.30258329200895,0.009297422682154,Up,0.791595708020208,0.022857508446629,,1.07210431573915,0.003335188214629,Up
6007,Os04g0560600,,Plant-pathogen interaction,7.15816892312112,7616,Blue,4.89046835581708,"Calcium-dependent protein kinase, Salt-stress tolerance, Blast disease resistance","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: calcium ion binding (GO:0005509), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.calcium'],LOC_Os04g47300,0.368559085920972,0.712902179303383,,2.78744736953759,2.37E-07,Up,2.91087361778951,3.61E-08,Up,-1.25978156203322,0.001463593929423,Down
6008,Os03g0689833,,,3.25596937314859,10279,Cyan,0.882245073680253,"Similar to NB-ARC domain containing protein, expressed.",,,LOC_Os03g48370,-2.4377048944966,0.00164824339523,Down,-1.86381816363195,0.019044691474831,Down,6.45895949470987,2.40E-36,Up,2.752279690124,0.073474488410542,
6009,Os12g0489800,,,5.25796571663027,8730,Brown,3.83086289109866,Similar to NBS-LRR protein (Fragment).,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os12g30590,-2.25494678906071,0.119637739547205,,-3.23426456588668,0.036560515319685,Down,-3.11255995573111,0.018652416063043,Down,0.419309832687719,0.707783246368493,
6010,Os01g0591300,,Phenylpropanoid biosynthesis,3.39600621887606,10145,Cyan,1.78073340017689,"Similar to Cytosolic aldehyde dehydrogenase RF2D., Similar to aldehyde dehydrogenase5.","Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)",['fermentation.aldehyde dehydrogenase'],LOC_Os01g40870,-0.653980825516982,0.281512402935382,,-1.11928764380725,0.020414571162784,Down,-1.50171886908651,0.000994475500402,Down,-1.14063860581658,0.037320124983415,Down
6011,Os11g0535600,,,5.41095273645029,8638,Salmon,2.45441739411228,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os11g33030,-1.63515304524409,0.000639329401266,Down,-1.65623027048822,0.000968569405009,Down,1.48732719111659,0.026152882573716,Up,2.81076683099995,7.40E-08,Up
6012,Os02g0756800,,,16.0068967713485,4346,MidnightBlue,10.9822687817874,Phosphate-induced protein 1 conserved region family protein.,,['signalling.in sugar and nutrient physiology'],LOC_Os02g52010,5.61482659211668,2.48E-11,Up,4.34824521815361,7.59E-07,Up,-2.7458716785274,2.41E-08,Down,-2.70388384165037,0.000324006113825,Down
6013,Os02g0787300,,"MAPK signaling pathway - plant, Plant hormone signal transduction, Plant-pathogen interaction",16.5741966287864,4199,MidnightBlue,11.4869884645305,"Mitogen-activated protein kinase kinase 4, Defense response, Cell proliferation, Grain growth","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification'],LOC_Os02g54600,1.27597394689059,0.000588251338234,Up,1.07196399299504,0.004449193599768,Up,3.10485814407991,3.20E-05,Up,0.701907272448866,0.05479590216906,
6014,Os02g0195600,,,45.2498701329073,983,Blue,34.9186112414646,"A20/AN1-type zinc finger protein, Regulation of plant growth and abiotic stress response, Modulation of gibberellins (GA) and abscisic acid (ABA) biosynthesis, Zinc finger, AN1-type domain containing protein.","Molecular Function: DNA binding (GO:0003677), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.unclassified'],LOC_Os02g10200,0.361344575925019,0.251055470819676,,1.14250106547832,6.57E-07,Up,1.22868954392123,4.99E-08,Up,1.94780758085679,7.54E-09,Up
6015,Os10g0546400,,,16.6652237826188,4166,Black,8.53875164374697,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os10g39920,4.17729609330809,6.97E-15,Up,5.01714528360777,2.86E-21,Up,0.599737613410702,0.223984795828514,,1.42393646330519,0.678827518827087,
6016,Os12g0420300,,,4.35853045622073,9394,royalBlue,0.900933013792737,Similar to tyrosine specific protein phosphatase family protein.,Molecular Function: protein tyrosine phosphatase activity (GO:0004725),['protein.postranslational modification'],LOC_Os12g23190,1.78025973891937,0.082824589354731,,2.20032195803805,0.016519539540971,Up,0.876495908422148,0.413279509281769,,1.82813925665404,0.002133901896945,Up
6017,Os04g0379933,,,5.7730541838328,8427,MidnightBlue,3.81543341748181,Hypothetical conserved gene.,,,None,2.41098255455036,0.008984739947797,Up,2.02797174326378,0.031306858601901,Up,1.86443720280243,2.69E-10,Up,-0.662413050500345,0.204880899580295,
6018,Os07g0656200,,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",3.91194265560792,9737,Red,3.05928547692922,Similar to Beta-glucosidase 26.,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: catalytic activity (GO:0003824), Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553), Molecular Function: cation binding (GO:0043169)","['misc.gluco-, galacto- and mannosidases']",LOC_Os07g46280,-0.736772939640747,0.6076981141537,,0.627528982231709,0.57252718447266,,2.75303054699439,0.000298037915883,Up,3.10967007927673,3.13E-05,Up
6019,Os03g0651300,,,12.0635057967825,5544,Brown,9.29811942675335,Protein of unknown function DUF580 family protein.,,['not assigned.unknown'],LOC_Os03g44840,-0.538816293201536,0.357678672861387,,-1.21201723420647,0.011315294380582,Down,-0.354669083999366,0.493074718513521,,2.53360466680918,1.04E-07,Up
6020,Os04g0359100,,"alpha-Linolenic acid metabolism, Biosynthesis of secondary metabolites",39.2743841932677,1272,Turquoise,23.025191876318,"Alcohol dehydrogenase superfamily, zinc-containing protein.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)","['misc.oxidases - copper, flavone etc.']",LOC_Os04g28990,-0.90753470135425,0.27044524218689,,-1.92130690685296,0.003396231339307,Down,-2.33780359813666,0.000179602583801,Down,3.90290330273512,0.001655298060879,Up
6021,Os09g0565450,,,0.698351387994648,12972,Grey,0.022434640315849,Hypothetical conserved gene.,,,None,-0.628596973239644,0.227995771965657,,-1.15320510615305,0.008563392337017,Down,-0.882699136079928,0.039969491071907,,2.46591839125691,0.000904636161223,Up
6022,Os10g0463100,,Aminoacyl-tRNA biosynthesis,8.13545905810262,7129,Green,2.33788279870173,Similar to Cysteinyl-tRNA synthetase.,"Biological Process: cysteinyl-tRNA aminoacylation (GO:0006423), Cellular Component: cytoplasm (GO:0005737), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: cysteine-tRNA ligase activity (GO:0004817), Molecular Function: ATP binding (GO:0005524)",['protein.aa activation.cysteine-tRNA ligase'],LOC_Os10g32570,-3.44507810089591,0.001063340883014,Down,-6.3999118480721,0.000261459798935,Down,8.28759869728614,9.20E-13,Up,7.83685734230456,1.48E-06,Up
6023,Os10g0567900,,,5.6412724987846,8508,Brown,4.1382300939578,"Similar to F-box protein interaction domain containing protein, expressed.",,['not assigned.unknown'],LOC_Os10g41838,-1.24119817063629,0.408635582157478,,-6.08756971687705,0.00182131776621,Down,-3.46885709054709,0.00777154569977,Down,10.2955649007905,6.56E-12,Up
6024,Os01g0783700,,,12.7755540708035,5322,GreenYellow,5.0583625098445,Similar to EF-hand Ca2+-binding protein CCD1.,Molecular Function: calcium ion binding (GO:0005509),['signalling.calcium'],LOC_Os01g57470,4.01536626115975,1.44E-15,Up,3.50458666914734,9.88E-12,Up,1.02144563309709,0.12271374837236,,-2.27409900708025,0.002701174803796,Down
6025,Os02g0753400,,,7.93152623538416,7224,Turquoise,7.23061711338538,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g51720,0.149798404292707,0.919194736675339,,-1.52366588785271,0.110814730223914,,-2.1636884936007,0.012322214068025,Down,-2.52940781822001,0.005721574979304,Down
6026,Os11g0618300,,,4.60871764864866,9192,lightYellow,1.05877075527588,Hypothetical conserved gene.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX'],LOC_Os11g40370,3.98230933600788,3.25E-12,Up,4.41948967190878,8.40E-15,Up,1.90219938583319,0.086153754044663,,4.23988987181608,0.00513871731844,Up
6027,Os08g0525000,,Endocytosis,5.83976343845474,8403,GreenYellow,3.00464661617065,Ras GTPase family protein.,"Biological Process: small GTPase mediated signal transduction (GO:0007264), Biological Process: protein transport (GO:0015031), Molecular Function: GTP binding (GO:0005525)",['signalling.G-proteins'],LOC_Os08g41340,2.06475855518626,5.44E-06,Up,2.40289901393695,6.20E-08,Up,1.74415167743503,0.407532045611546,,-1.35689343809975,0.054587498868336,
6028,Os04g0128900,,"Tryptophan metabolism, Metabolic pathways",22.775167228593,2927,Turquoise,12.0582416481456,"Flavin monooxygenase-like enzyme, Auxin biosynthesis","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: flavin-containing monooxygenase activity (GO:0004499), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660), Molecular Function: NADP binding (GO:0050661)","['misc.oxidases - copper, flavone etc.']",LOC_Os04g03980,1.8854900549805,0.004140290175187,Up,1.80580879020548,0.004787602534365,Up,2.31611242986479,4.77E-09,Up,-1.90343645475626,0.117884889023406,
6029,Os12g0137100,,Plant-pathogen interaction,16.1631869970461,4312,Magenta,7.91822938724767,EF-Hand type domain containing protein.,Molecular Function: calcium ion binding (GO:0005509),['signalling.calcium'],LOC_Os12g04240,2.17226980721362,3.65E-10,Up,2.09792196423526,1.70E-09,Up,2.05259747457422,4.23E-10,Up,1.32515351313734,0.002978375327656,Up
6030,Os10g0568900,,,22.7149358153245,2939,Pink,14.5514629523548,Similar to Catalytic/ hydrolase.,"Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824)",['not assigned.unknown'],LOC_Os10g41930,1.93983635849754,5.63E-05,Up,2.34366538494714,4.16E-07,Up,0.205136416835588,0.821754353103246,,0.625189902561177,0.151514999737747,
6031,Os03g0808100,,,0.292273378496107,13479,Grey,0.034287353059175,"Similar to Cellulose synthase-5., Similar to Cellulose synthase BoCesA5.","Biological Process: cellulose biosynthetic process (GO:0030244), Cellular Component: membrane (GO:0016020), Molecular Function: cellulose synthase (UDP-forming) activity (GO:0016760)",['cell wall.cellulose synthesis.cellulose synthase'],LOC_Os03g59340,-0.000575243778338,0.999722963000596,,1.29811807996124,0.035207278109142,Up,1.9724194992115,0.000473725424703,Up,1.30192547759069,0.020231664142064,Up
6032,Os01g0224400,,,47.7170161131049,880,Blue,31.2643349779686,Similar to Mitochondrial carrier protein.,,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os01g12470,1.40189583239902,0.005479522279853,Up,2.28012838838317,4.45E-07,Up,-0.934661258715319,0.030343368109617,,1.08885442812094,0.000202787833002,Up
6033,Os11g0521000,,,7.17071071605603,7605,Tan,6.54573582414594,"Lipase, GDSL domain containing protein.","Biological Process: lipid metabolic process (GO:0006629), Molecular Function: hydrolase activity (GO:0016787), Molecular Function: hydrolase activity, acting on ester bonds (GO:0016788)",['misc.GDSL-motif lipase'],LOC_Os11g31940,-1.79761397962399,0.127638637088893,,-3.31469425492449,0.01446317031421,Down,-2.90914081358259,0.007441579924235,Down,4.43765566933579,2.08E-17,Up
6034,Os04g0643000,,Ubiquitin mediated proteolysis,52.5996079696126,714,Blue,46.0526166136955,Similar to Cullin-3 (CUL-3). Splice isoform 2.,"Biological Process: ubiquitin-dependent protein catabolic process (GO:0006511), Cellular Component: cullin-RING ubiquitin ligase complex (GO:0031461), Molecular Function: ubiquitin protein ligase binding (GO:0031625)","['protein.degradation.ubiquitin.E3.SCF.cullin', 'protein.degradation.ubiquitin.E3.BTB/POZ Cullin3.Cullin3']",LOC_Os04g55030,0.355958281596091,0.456595981287225,,1.17947435237596,0.000287763856723,Up,1.06660883236777,0.000997512899473,Up,0.963855921919814,0.079605988151284,
6035,Os08g0539300,,,6.830907017135,7795,Red,4.28107163832837,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['protein.degradation.ubiquitin.E3.RING'],LOC_Os08g42640,0.671566868721759,0.054803893922114,,1.03003429076375,0.000800808127186,Up,0.92080218949726,0.002329499793271,,2.40586451905825,0.000891343175213,Up
6036,Os12g0552500,,,1.46786349445405,12054,Blue,0.585132181434043,Rossmann-like alpha/beta/alpha sandwich fold domain containing protein.,Biological Process: response to stress (GO:0006950),"['hormone metabolism.ethylene.induced-regulated-responsive-activated', 'stress.abiotic.unspecified']",LOC_Os12g36640,-0.090107356332567,0.93145543806357,,1.31384975568364,0.011640516160545,Up,1.70146902601454,0.000418667247233,Up,2.12570256557244,2.82E-10,Up
6037,Os08g0460600,,,5.22093366871722,8760,LightCyan,1.18772550350695,Similar to Cytokinin dehydrogenase 11.,"Biological Process: cytokinin metabolic process (GO:0009690), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: catalytic activity (GO:0003824), Molecular Function: cytokinin dehydrogenase activity (GO:0019139), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",['hormone metabolism.cytokinin.synthesis-degradation'],LOC_Os08g35860,-2.88538564677618,2.48E-06,Down,-1.30125049181635,0.04399682748634,Down,7.46713970068092,8.74E-07,Up,-0.971518274752935,0.000205793306059,
6038,Os12g0605800,,"Valine, leucine and isoleucine degradation, Metabolic pathways",21.4868210301435,3137,Blue,15.2529397196423,"Similar to 3-methylcrotonyl CoA carboxylase biotin-containing subunit (Fragment)., Similar to Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial.","Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824), Molecular Function: biotin carboxylase activity (GO:0004075), Molecular Function: ATP binding (GO:0005524), Molecular Function: ligase activity (GO:0016874), Molecular Function: metal ion binding (GO:0046872)",['amino acid metabolism.degradation.branched-chain group.leucine'],LOC_Os12g41250,0.679139113473078,0.164464881547044,,2.58739003930739,1.26E-13,Up,2.97207825204904,1.81E-18,Up,-1.71292379024584,6.11E-08,Down
6039,Os05g0455600,,,50.7334410875005,772,Blue,40.5309452847603,Prenylated rab acceptor PRA1 family protein.,,['signalling.G-proteins'],LOC_Os05g38160,0.316517478403214,0.48813750205366,,1.33296836643103,6.78E-06,Up,1.66657536324563,4.98E-09,Up,1.82449663548029,8.02E-06,Up
6040,Os11g0696200,,"Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites",65.6634032698435,410,Turquoise,46.7902596111798,ATP citrate lyase beta (Fragment).,"Molecular Function: ATP binding (GO:0005524), Molecular Function: ligase activity (GO:0016874)",['TCA / org. transformation.other organic acid transformaitons.atp-citrate lyase'],LOC_Os11g47330,-0.297868380569166,0.665501087436844,,-0.649367921186543,0.188998297459636,,-1.44343963693846,0.000748576051203,Down,-1.49114882881001,0.000518245874904,Down
6041,Os03g0289800,,,36.5523459110642,1465,Red,23.4345403132377,Similar to Leucoanthocyanidin dioxygenase-like protein.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)","['secondary metabolism.flavonoids.anthocyanins', 'secondary metabolism.flavonoids.flavonols']",LOC_Os03g18030,5.2049343531554,5.81E-18,Up,4.39338406935818,1.33E-12,Up,0.250601106509852,0.664585838027558,,-0.550491873305719,0.348423830195522,
6042,Os02g0715300,,,74.9369505267234,276,Turquoise,65.883562896992,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os02g48470,0.54041241319106,0.651132580267116,,-2.91857997832594,0.000902992959582,Down,-3.26791246607828,5.86E-05,Down,5.56684045657582,0.003308582504285,Up
6043,Os04g0649600,,,1.33204587369687,12209,Brown,0.777054966858139,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os04g55610,-1.38299032329377,0.124183548045544,,-1.12565779729945,0.187718177333323,,-1.79698003313426,0.020619816496933,Down,-2.57400595228855,0.000676387500545,Down
6044,Os01g0802700,,,1.80546690009721,11680,Tan,0.700951106516898,Auxin efflux carrier domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",['hormone metabolism.auxin.signal transduction'],LOC_Os01g58860,-1.64902011335813,0.176569377274053,,-4.9972138660444,0.000876626340927,Down,-3.45673776209488,0.001121304683482,Down,-0.215592696766986,0.717424320041111,
6045,Os10g0511600,,,7.39309689045392,7483,Brown,5.45015551822977,Similar to prolyl carboxypeptidase like protein.,"Biological Process: proteolysis (GO:0006508), Molecular Function: serine-type peptidase activity (GO:0008236)",['protein.degradation.serine protease'],LOC_Os10g36780,-0.714570067068616,0.058780230069093,,-1.25704756560925,0.000245724139461,Down,-1.59704276773878,6.36E-07,Down,-0.67487085724232,0.058494180569271,
6046,Os06g0326400,,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",31.0793100879566,1893,Green,24.81918230935,Phosphofructokinase domain containing protein.,"Biological Process: glycolysis (GO:0006096), Cellular Component: 6-phosphofructokinase complex (GO:0005945), Molecular Function: 6-phosphofructokinase activity (GO:0003872), Molecular Function: ATP binding (GO:0005524), Molecular Function: diphosphate-fructose-6-phosphate 1-phosphotransferase activity (GO:0047334)",['not assigned.unknown'],LOC_Os06g22060,0.069748102213189,0.940440675564389,,-1.01232676349199,0.048638019563215,Down,-1.56124291189339,0.0008030295595,Down,0.386818680452488,0.469346871960113,
6047,Os05g0543700,,,14.5058243147923,4748,Magenta,5.16878288725224,Similar to Chaperone protein dnaJ.,"Biological Process: protein folding (GO:0006457), Molecular Function: heat shock protein binding (GO:0031072), Molecular Function: unfolded protein binding (GO:0051082)",['stress.abiotic.heat'],LOC_Os05g46620,1.98217477119035,1.19E-07,Up,1.93210397451715,2.26E-07,Up,-0.477338427025491,0.270921012203837,,0.578891319593956,0.268416881530414,
6048,Os10g0507000,,,15.9086475761873,4377,Brown,12.4808372046949,Conserved hypothetical protein.,,['stress.biotic.PR-proteins'],LOC_Os10g36270,-2.06209223711525,0.000118411192521,Down,-2.11606869519311,0.000187506076681,Down,5.7288993443923,6.48E-08,Up,-1.22986029390945,0.052869446996449,
6049,Os07g0211000,,,3.3886816575471,10153,Grey60,0.69675029469305,Hypothetical conserved gene.,"Biological Process: exocytosis (GO:0006887), Cellular Component: exocyst (GO:0000145)",['RNA.regulation of transcription.unclassified'],LOC_Os07g10970,0.783620468077437,0.210370455121022,,0.956743118506809,0.079510888643443,,1.07896799055583,0.035368131473168,Up,1.21006149239418,0.015899406168607,Up
6050,Os08g0492500,,,11.998205357705,5571,Magenta,6.76693165597474,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['not assigned.unknown'],LOC_Os08g38460,3.28576802141486,1.01E-11,Up,2.48291602092771,1.12E-06,Up,1.30897982681202,4.07E-05,Up,-1.28973041796461,0.000413589726155,Down
6051,Os03g0390700,,"Purine metabolism, Metabolic pathways",11.0011181925658,5933,Green,3.87965582023491,Similar to Transthyretin-like protein.,Biological Process: transport (GO:0006810),['not assigned.unknown'],LOC_Os03g27320,-0.513655846774048,0.210852265934979,,-1.15103594795554,0.000876626340927,Down,-1.25902251553904,8.90E-05,Down,2.81214181064082,2.24E-10,Up
6052,Os06g0254700,,"Cutin, suberine and wax biosynthesis",6.00286844678104,8286,Magenta,3.247201175699,Caleosin related family protein.,,['development.unspecified'],LOC_Os06g14370,3.18242515272543,9.91E-13,Up,2.5830257298929,1.21E-08,Up,1.39248003000037,0.000382082833603,Up,1.1967763326924,0.042419664895419,Up
6053,Os09g0551600,,,15.4268162462895,4500,GreenYellow,4.21094124073831,Similar to HMGd1 protein (Nucleasome/chromatin assembly factor D protein NFD101).,"Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.Nucleosome/chromatin assembly factor group'],LOC_Os09g37910,2.77523103528978,1.04E-05,Up,2.34418446903537,0.000219177263438,Up,3.92578126488179,0.109602524163359,,0.964110500081127,5.70E-05,
6054,Os02g0125000,,,16.3434916007363,4260,Brown,9.26580114053907,"Similar to LPA2 (low psii accumulation2)., Non-protein coding transcript.",,['not assigned.unknown'],LOC_Os02g03250,-1.87495795090777,0.026345134954977,Down,-2.43748341549365,0.004230562304552,Down,5.29394830555582,2.44E-05,Up,4.64884641069714,1.55E-19,Up
6055,Os10g0529800,,Glutathione metabolism,12.2579289032046,5485,Purple,6.01226540829972,Similar to Tau class GST protein 4.,Molecular Function: protein binding (GO:0005515),['misc.glutathione S transferases'],LOC_Os10g38630,-0.598142726800578,0.386765549559595,,-1.5886450186562,0.001952348710908,Down,-1.47109019642757,0.003344613585118,Down,-0.74361406983567,0.114544287648182,
6056,Os07g0691300,,,14.1592885374824,4862,Magenta,6.16447323165544,"Wound-induced protein, Wun1, subgroup domain containing protein.",,['not assigned.unknown'],LOC_Os07g49114,2.77966219098897,4.34E-06,Up,4.53700932962314,1.95E-15,Up,1.64922505801304,0.000422674603957,Up,-2.48774225762169,0.000403230053512,Down
6057,Os05g0386000,,Other types of O-glycan biosynthesis,0.567964314488063,13135,Grey,0.05153744477497,"Similar to Root determined nodulation 1., Similar to predicted protein., Conserved hypothetical protein.",,['not assigned.unknown'],LOC_Os05g32060,1.10703318980961,0.050313945736967,,1.2106024486041,0.023784556374451,Up,0.88041666725923,0.103996478002816,,2.00924756910859,6.48E-13,Up
6058,Os08g0280600,,,28.3310574345826,2170,Yellow,17.2480036467635,Reticulon domain containing protein.,Cellular Component: endoplasmic reticulum (GO:0005783),['not assigned.unknown'],LOC_Os08g17870,-1.5493945909066,0.016328757994336,Down,-1.74456098650777,0.008399793262381,Down,4.74434780565808,4.13E-23,Up,0.658592551705549,0.250759029554494,
6059,Os12g0510500,,,34.8055094246797,1597,Brown,23.3619064065289,Conserved hypothetical protein.,,['stress.biotic'],LOC_Os12g32590,-1.43008610182562,0.012487078170713,Down,-1.46174859027457,0.011771213471612,Down,4.4785748347257,0.000267366678419,Up,3.14904673209929,3.14E-15,Up
6060,Os03g0712700,,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Galactose metabolism, Purine metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",6.31956858548607,8088,Turquoise,5.07181488674676,"Cytosolic phosphoglucomutase, Similar to Phosphoglucomutase.","Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: organic substance metabolic process (GO:0071704), Molecular Function: magnesium ion binding (GO:0000287), Molecular Function: intramolecular transferase activity, phosphotransferases (GO:0016868), , Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: intramolecular transferase activity, phosphotransferases (GO:0016868)",['not assigned.unknown'],LOC_Os03g50480,-0.23311569733815,0.688350187020795,,-0.427289695294916,0.306781110623334,,-1.16421965128965,0.00088294560795,Down,-1.63826176383227,1.32E-06,Down
6061,Os08g0545700,,,2.50332299206367,10961,Magenta,1.20971520084752,Similar to TraB protein-related.,,['not assigned.unknown'],LOC_Os08g43230,1.56683745507599,5.80E-05,Up,2.07427531885916,2.68E-08,Up,2.64654759011444,8.25E-12,Up,1.15490921056018,4.97E-05,Up
6062,Os05g0593000,,,3.78102577099759,9848,GreenYellow,1.67356878323873,"Phospholipase A2, active site domain containing protein.",,['not assigned.unknown'],LOC_Os05g51520,2.02022201846581,5.91E-06,Up,2.25490701133295,2.40E-07,Up,2.16699415667603,2.07E-07,Up,-0.168593354608121,0.746348153031016,
6063,Os09g0482000,,,0.657780905708964,13017,Magenta,0.240396200202019,UBX domain containing protein.,Molecular Function: protein binding (GO:0005515),['protein.degradation'],LOC_Os09g30411,2.45177931867379,0.001915399198523,Up,2.31221865231954,0.003485823228971,Up,1.84067201928822,8.77E-06,Up,1.00207069385903,0.006238555093854,Up
6064,Os03g0448500,,,13.8136908669049,4973,Salmon,3.58859904765188,"Similar to Calcineurin B-like protein 7., Hypothetical gene.","Molecular Function: calcium ion binding (GO:0005509),",['signalling.calcium'],LOC_Os03g33570,-1.16975898102644,0.001364553094639,Down,-1.45812575149367,5.19E-05,Down,3.91254612445391,0.000100284110242,Up,2.93532496269591,3.03E-07,Up
